image_path,raw_label,normalized_label,dataset,hash,crop,disease,crop_id,disease_id,severity
images\PlantVillage_ca36c9cb329225d4.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,ca36c9cb329225d4415adea71f1732a146d456a0d2198f8312fc146a8d79ecd4,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_bfc9424b59aa32fe.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,bfc9424b59aa32fee44f68089a70ab36e3824fdac7be847c2f760e8d4dc25f3e,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_a923ac6cbf8085fb.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,a923ac6cbf8085fb4649dd4fc6c098c61da46f1d39e1459f1130eecd3a3619ed,Tomato,Healthy,2,8,0.5
images\PlantVillage_16c3229a009bf58a.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,16c3229a009bf58ae1d9cd3352c90959894a79fbb0853e1f3774ccd239a6049c,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_b8a47ddba12cc866.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,b8a47ddba12cc866fd9a36e72d98bd75989d4fcdd3d1625d35313bfd7bac80f3,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_ebf85a1d834f376a.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,ebf85a1d834f376a710b7a15a74013c1454349a014c2b2395dd01dc6743ee754,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_4b38b4001fa56f32.JPG,Tomato_Leaf_Mold,Tomato__Leaf_Mold,PlantVillage,4b38b4001fa56f32b50648a65902ac5df4ffa3786e081f80948d80c5020cab44,Tomato,Leaf_Mold,2,10,0.5
images\PlantVillage_76e1b776c5648e2c.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,76e1b776c5648e2c5c3ad57be589cf247b3f0193cb2cf138daabbe628ec96b1c,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_f8d00ea93f3b10c1.JPG,Potato___Early_blight,Potato__Early_Blight,PlantVillage,f8d00ea93f3b10c12e7ddb0856d662ea1d861fd2ecf7f9c793a1a6538c46627c,Potato,Early_Blight,1,2,0.5
images\PlantVillage_f4a864423b460f86.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,f4a864423b460f8643bf484039e817821b829082440b29605cad315f0c262b3f,Potato,Late_Blight,1,4,0.5
images\PlantVillage_c2fb715b543977c1.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,c2fb715b543977c1aa2f9d5daba13e6d8ade60b57a3dc11e17df1398a4abf74d,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_e4b5217574c38d60.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,e4b5217574c38d60b37e8797cd4af6323f9287f5a7624b4ed659a1c93316a278,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_d1519d003c384b26.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,d1519d003c384b26eacf7b6a90559d626de145e97f7bd4d9273cacf73145c957,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_0a534f7ae4797317.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,0a534f7ae4797317daa6eca732b94f2e4d7591b9b89401f0be22f9ab61814bf0,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_240355c2e97c95ef.JPG,Tomato_Leaf_Mold,Tomato__Leaf_Mold,PlantVillage,240355c2e97c95effe8aa401cd8f3cb9a2b6aad1426eda98d9aa3f77aaf4092e,Tomato,Leaf_Mold,2,10,0.5
images\PlantVillage_b8df63a4f013c73a.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,b8df63a4f013c73add19948f3c3ba73188857d150a320a029b2222bacf7cf7af,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_ef1713f4dffb6c80.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,ef1713f4dffb6c80d102d2957db3466a38bcf5e334dbf23291c3c79ec44b3a6e,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_d6477fcfd6bcc4a9.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,d6477fcfd6bcc4a9f278cc7f48538a33bb2a605e6e87d7cac05b22c1aafc112b,Tomato,Healthy,2,8,0.5
images\PlantVillage_ee6df93ff48fa439.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,ee6df93ff48fa439c9413c8780a4adb58db6ae8674f4d0c992005628885a18a6,Pepper,Healthy,0,1,0.5
images\PlantVillage_f5ab8c4d0fc6bbc9.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,f5ab8c4d0fc6bbc9a0606255f1fd91fb9ff6d7383a817ba099a3339e3bafde5d,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_59a502033efab325.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,59a502033efab3256530d20eca67a1c59cae0cedbffa219535ccf6a746008b97,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_3c715d8fca571fc1.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,3c715d8fca571fc1c3b1235736354f27bfd3d8e2e72532e892c6e6d39c02a681,Potato,Late_Blight,1,4,0.5
images\PlantVillage_b56a54ee296dc571.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,b56a54ee296dc5716f5c4b8fb5810d65a0f44b5871666dbcd3709e5c9c6ffe5a,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_bba248e9aa17d10f.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,bba248e9aa17d10f2b73fc66d6ef71cd134df9a7365d272f00a03e3288f2335e,Tomato,Healthy,2,8,0.5
images\PlantVillage_6f9fd51627da9e19.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,6f9fd51627da9e1994a60ef912e5ba3846a2111bb3045db6465a5f86f79ca0d1,Pepper,Healthy,0,1,0.5
images\PlantVillage_9778465cf5d305df.JPG,Potato___Early_blight,Potato__Early_Blight,PlantVillage,9778465cf5d305dff79aca1cf966feef91d16a7b71447f0afc7e0b084c86456d,Potato,Early_Blight,1,2,0.5
images\PlantVillage_cc552f580e115e79.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,cc552f580e115e79ef8414a37cc32347ffc4c4ab31378175bd2edb373685c9bb,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_e2748b4319a8190b.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,e2748b4319a8190b0cd3cfd9c5b79e9e420320349e4c826c943f1963f6c32076,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_08cd40cc15c84633.JPG,Tomato_Early_blight,Tomato__Early_Blight,PlantVillage,08cd40cc15c8463316c9580bc417f899a4303a7580ff89f55ff6e8c564545351,Tomato,Early_Blight,2,6,0.5
images\PlantVillage_ac75a3c7dd4066d6.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,ac75a3c7dd4066d690490980cf316efce5638c4f8a170b8143ba6ed722a037d7,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_0e7ff578d2db4568.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,0e7ff578d2db4568086ba917d1d14ebe1a7f906b424536bacdbd8b3e0bb39195,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_3ff248516c4ee2df.JPG,Potato___Late_blight,Potato__Late_Blight,PlantVillage,3ff248516c4ee2dfe03b0924e164c9828d7a6755c01ba3f3735572c19c060be5,Potato,Late_Blight,1,4,0.5
images\PlantVillage_a2a9b8780daacdfa.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,a2a9b8780daacdfa90124aecb61d6990e43c4139b7703e549996740740dbc63b,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_85b8aa4fb6c96261.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,85b8aa4fb6c96261d2a91be46e6ebe7310ab5499e7d60451177ea070375f4b26,Pepper,Healthy,0,1,0.5
images\PlantVillage_f0d97761dcc83152.JPG,Tomato_Leaf_Mold,Tomato__Leaf_Mold,PlantVillage,f0d97761dcc8315235dae80f7af7a2bddb078a37f0234ba4a870c71d00788b0b,Tomato,Leaf_Mold,2,10,0.5
images\PlantVillage_2855d7784f87826c.JPG,Pepper__bell___Bacterial_spot,Pepper__Bacterial_Spot,PlantVillage,2855d7784f87826c338fd9ff4e684764145250b7d804155e03737b500ce8a835,Pepper,Bacterial_Spot,0,0,0.5
images\PlantVillage_6ba0b9a260d7635c.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,6ba0b9a260d7635c9a868530ffe9b64d88bc3385a06d5abc1088b04de90f39f7,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_0dc8fc470e342c10.JPG,Potato___healthy,Potato__Healthy,PlantVillage,0dc8fc470e342c10413faa7eaf671c189b4734123153d5c8bf658123810c5cc0,Potato,Healthy,1,3,0.5
images\PlantVillage_94a7401bc05e6ce1.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,94a7401bc05e6ce112d8a39bf5c66e3cd870ab6104a21f7b59f17c40624580da,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_c768925d82e73376.JPG,Tomato_Early_blight,Tomato__Early_Blight,PlantVillage,c768925d82e7337678803d2926192796ea1354cadc4e4787ead3e73a5cd9124f,Tomato,Early_Blight,2,6,0.5
images\PlantVillage_82c03036c266bd92.JPG,Tomato_Early_blight,Tomato__Early_Blight,PlantVillage,82c03036c266bd92e96798aa4f51061843f5734842a29e26c42b834a52cb503d,Tomato,Early_Blight,2,6,0.5
images\PlantVillage_f79f71363fadafa8.JPG,Pepper__bell___healthy,Pepper__Healthy,PlantVillage,f79f71363fadafa8515a342682c081bf4be55d9218cd734a863d8a5c1cd75d1e,Pepper,Healthy,0,1,0.5
images\PlantVillage_338b8ac03f81246f.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,338b8ac03f81246fc78b59d1fccb3a8e04b48ac0d03ed3e460e0374d8aebb297,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_a459f25b4eef9793.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,Tomato__Mite_Damage,PlantVillage,a459f25b4eef9793317f64cd57bdee8a072c11dbd251b45390a368efaaac3c3c,Tomato,Mite_Damage,2,12,0.5
images\PlantVillage_41162b5d12431d93.JPG,Tomato_Bacterial_spot,Tomato__Bacterial_Spot,PlantVillage,41162b5d12431d937e5b754beec460a9471b2a1b8b7b4fa6d27b36113fdc685f,Tomato,Bacterial_Spot,2,5,0.5
images\PlantVillage_ac28c0919286dbcc.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,ac28c0919286dbcc2d67fe587aaab3f510749d53f4c5e8afda391c38291a7f92,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_8d6c2089e881178f.JPG,Potato___Early_blight,Potato__Early_Blight,PlantVillage,8d6c2089e881178ff90f4ebfbd67b23a9d0ca1972c5166062123b6deb67fabd0,Potato,Early_Blight,1,2,0.5
images\PlantVillage_2aec2c9101e04bbc.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,2aec2c9101e04bbc8dc051d84fbcc721ad6f2f15a95a9bdf9a107c2a160e3214,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_fa60d897cf69fa5b.JPG,Tomato_Leaf_Mold,Tomato__Leaf_Mold,PlantVillage,fa60d897cf69fa5bb905988bccd923418824d9a75e7c047c832d3b026b430187,Tomato,Leaf_Mold,2,10,0.5
images\PlantVillage_f04a92b5131386d7.JPG,Tomato__Target_Spot,Tomato__Fungal_Spot,PlantVillage,f04a92b5131386d719584aad8263c4704b76ea3568ec08e8481c5afb4018d7df,Tomato,Fungal_Spot,2,7,0.5
images\PlantVillage_6c52648417015307.JPG,Tomato_healthy,Tomato__Healthy,PlantVillage,6c52648417015307b00adbb1689599ed152965dd9f5d37e779bf7d2f9af2ecb0,Tomato,Healthy,2,8,0.5
images\PlantVillage_415dbd4bbdc9783f.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,415dbd4bbdc9783ffc255c8b801f008f006c451048411afe72666cab57139373,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_71e17b909a9a3573.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,71e17b909a9a35739d37315b2bb3692ba24f7fe21e2725c61dfee7303becdbfe,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_afe77943138aea23.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,afe77943138aea23a594813fbe6daf226259697168d6c590deb8ca7744735fb5,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_db894f3e096c452f.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,db894f3e096c452f1f7b28faf9b27fac3893762dad518d401c7be42c1bc77968,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_a4a2d43a6485578d.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,a4a2d43a6485578df75ed0fffb4253fac67fe7e97acea61b3784a79f47dfd2d8,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_400e712a0fbc6f1c.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,400e712a0fbc6f1cae1405ee9477605b8aa16950817b56f5bac38d951f89b135,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_576ac614094e0fa2.JPG,Tomato__Tomato_mosaic_virus,Tomato__Viral_Mosaic,PlantVillage,576ac614094e0fa23e12ef117b130f198c6bd0f4a62ee0f0c25e9081284c1220,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_4f4579cd491948e5.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,4f4579cd491948e59a920624924544cb4820644347e2871f703761aefd22d748,Tomato,Leaf_Spot,2,11,0.5
images\PlantVillage_00f0bb7304ea4712.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,Tomato__Viral_Mosaic,PlantVillage,00f0bb7304ea47125518491069631bc3640a9dc8a4828d83bd8d94b06f4a0a60,Tomato,Viral_Mosaic,2,13,0.5
images\PlantVillage_5fa8f494f60436e8.JPG,Tomato_Leaf_Mold,Tomato__Leaf_Mold,PlantVillage,5fa8f494f60436e8eef0bb538a7c60fe50b67ab3e9f3a1960c2d1964c7174b17,Tomato,Leaf_Mold,2,10,0.5
images\PlantVillage_d4e21afe8b112e2e.JPG,Tomato_Late_blight,Tomato__Late_Blight,PlantVillage,d4e21afe8b112e2e5c05a58f7b08aeecb831eb80ab79e12678cda130b2074441,Tomato,Late_Blight,2,9,0.5
images\PlantVillage_444f371db38481fb.JPG,Tomato_Septoria_leaf_spot,Tomato__Leaf_Spot,PlantVillage,444f371db38481fbfb0ab4d01f88aa46e76d20ceab14013a3d23389b4ed8f36b,Tomato,Leaf_Spot,2,11,0.5
